address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
Dr. Schaepmanstraat 11,4.0,6.0,281.0,sale,2020-12-03 10:11:00+00:00,San Nicolas Zuid,Essoville,760.0,leasehold,False,house,291628.59
Piedra Plat 78 B,4.0,4.0,307.0,sale,2020-12-03 07:01:58+00:00,Paradera,Piedra Plat,625.0,,True,house,683780.0
Sero Blanco 629,2.0,3.0,123.0,sale,2020-12-03 04:02:33+00:00,Oranjestad Oost,Sero Blanco/Cumana,198.0,,False,house,300720.0
Madiki Kavel 1 B,3.0,4.0,134.0,sale,2020-12-03 03:08:10+00:00,Oranjestad West,Madiki Kavel,794.0,,False,house,256431.82
Sabana Blanco 106 B,3.0,4.0,310.0,sale,2020-12-03 03:08:10+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,663.0,leasehold,False,house,462584.33
Sabana Liber 486,1.0,2.0,98.0,sale,2020-12-03 03:02:23+00:00,Noord/Tanki Leendert,Alto Vista,200.0,,True,house,318781.10000000003
Noord ,1.0,1.0,0.0,sale,2020-12-02 22:12:45+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,False,,427810.0
Tanki Leendert 158 H,2.0,3.0,270.0,rent,2020-12-02 22:02:30+00:00,Noord/Tanki Leendert,Tanki Leendert,800.0,,False,house,2212.44
Sombre ,0.0,0.0,0.0,sale,2020-12-02 21:58:15+00:00,Santa Cruz,Urataca,10000.0,freehold,False,land,456450.0
Santa Cruz 21 L,3.0,3.0,0.0,sale,2020-12-02 20:13:12+00:00,Santa Cruz,Papilon,602.0,freehold,False,,245230.0
Montaña ,1.0,1.0,0.0,rent,2020-12-02 19:11:57+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,apartment,753.59
Fuerte 67,2.0,3.0,0.0,rent,2020-12-02 15:57:57+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,140.0,,False,house,2550.75
Brasil 11 F,2.0,3.0,66.5,sale,2020-12-02 14:09:55+00:00,San Nicolas Noord,Brasil,491.0,leasehold,False,house,169029.7
Diamante 93,3.0,6.0,0.0,rent,2020-12-02 00:03:28+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,,4475.0
Esmeralda 67,4.0,4.0,0.0,sale,2020-12-01 22:02:02+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,556.0,,False,house,796550.0
Sero Blanco 78 O,2.0,3.0,124.0,rent,2020-12-01 20:05:10+00:00,Oranjestad Oost,Sero Blanco/Cumana,568.0,freehold,True,,6265.0
Sero Blanco 78 O,2.0,3.0,124.0,sale,2020-12-01 19:03:24+00:00,Oranjestad Oost,Sero Blanco/Cumana,568.0,freehold,True,,805500.0
Gasparito ,1.0,1.0,0.0,rent,2020-12-01 18:10:20+00:00,Noord/Tanki Leendert,Washington,0.0,,False,apartment,1508.97
Matadera 4,1.0,1.0,0.0,rent,2020-12-01 14:57:52+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,apartment,1458.8500000000001
Calbas 1 D,2.5,3.0,0.0,rent,2020-12-01 13:57:56+00:00,Noord/Tanki Leendert,Alto Vista,962.0,,False,house,3016.15
Noord 166,1.0,1.0,0.0,rent,2020-12-01 03:02:28+00:00,Noord/Tanki Leendert,Washington,0.0,,True,condominium,5191.0
Noord 166,2.0,2.0,0.0,rent,2020-12-01 02:03:05+00:00,Noord/Tanki Leendert,Washington,0.0,,True,condominium,6444.0
Diamante 237 B,2.0,2.0,97.0,sale,2020-11-30 21:02:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,537000.0
Cochinilla 18,2.0,3.0,195.0,sale,2020-11-30 19:02:20+00:00,Santa Cruz,Papilon,713.0,freehold,False,house,439455.74
Montaña 233,2.0,3.0,130.0,sale,2020-11-30 06:02:28+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,526.0,,False,house,411700.0
Wayaca 237,2.0,3.0,214.0,rent,2020-11-30 03:02:28+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,725.0,,False,house,3519.14
Sero Janchi 48 K,2.0,4.0,0.0,rent,2020-11-30 02:02:15+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,house,3580.0
Jamanota 22,2.0,3.0,454.0,sale,2020-11-29 22:01:58+00:00,Santa Cruz,Macuarima,810.0,,False,house,868150.0
George Madurostraat ,0.0,0.0,0.0,sale,2020-11-29 03:58:26+00:00,Oranjestad Oost,Klip/Mon Plaisir,919.0,freehold,False,house,1275877.99
Keito 3 D,2.0,3.0,0.0,rent,2020-11-28 10:57:53+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,3580.0
Bucurui 43 G,2.0,2.0,0.0,rent,2020-11-28 10:57:52+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,,447500.0
Sabana Liber 5 D,2.0,3.0,0.0,rent,2020-11-28 10:57:51+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,house,2557.91
Sabana Liber ,1.0,0.0,0.0,rent,2020-11-28 01:00:10+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,766.12
Sabana Liber ,1.0,1.0,0.0,rent,2020-11-28 01:00:03+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,970.1800000000001
Sabana Liber ,1.0,0.0,0.0,rent,2020-11-28 00:59:52+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,818.03
Sabana Liber ,1.0,1.0,0.0,rent,2020-11-28 00:59:50+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,,970.1800000000001
Sabana Liber ,1.0,2.0,0.0,rent,2020-11-28 00:59:48+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1278.06
Diamante ,4.0,3.0,0.0,rent,2020-11-27 23:09:38+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,4833.0
Tibushi 42,2.0,3.0,120.0,rent,2020-11-27 22:56:28+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,450.0,,False,house,0.0
Saliña ,1.0,0.0,0.0,rent,2020-11-27 21:10:11+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,,1253.0
Blenchistraat 10,2.0,2.0,149.0,sale,2020-11-27 21:07:15+00:00,Oranjestad Oost,Simeon Antonio,353.0,,False,house,255970.0
Shaba ,1.0,3.0,0.0,rent,2020-11-27 20:10:13+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,house,2514.9500000000003
Sero Blanco 14 A,0.0,0.0,0.0,rent,2020-11-27 19:57:05+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,commercial,2513.16
Sero Blanco 14 A,0.0,0.0,0.0,rent,2020-11-27 19:57:04+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,commercial,5026.32
Alto Vista 2,1.0,2.0,0.0,rent,2020-11-27 18:10:26+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1508.97
Alto Vista 2,1.0,2.0,0.0,rent,2020-11-27 18:09:08+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1206.46
Primavera ,2.0,3.0,0.0,sale,2020-11-27 18:05:25+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,141.0,,False,house,375900.0
San Miguel 59,2.0,2.0,213.0,sale,2020-11-27 18:04:20+00:00,Noord/Tanki Leendert,Washington,781.0,leasehold,False,house,785810.0
Jaburibari 208,1.0,2.0,7.0,sale,2020-11-27 15:14:14+00:00,Paradera,Ayo,27.0,leasehold,False,,205649.52000000002
Barcadera 21 J,2.0,3.0,242.0,sale,2020-11-27 15:09:12+00:00,Santa Cruz,Balashi/Barcadera,719.0,,False,,485856.12
Palm Beach 186,0.0,0.0,0.0,rent,2020-11-27 12:12:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,8547.25
Palm Beach 164,0.0,0.0,0.0,rent,2020-11-27 12:12:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,3580.0
Avenida Milio Croes 114,0.0,0.0,0.0,rent,2020-11-27 12:12:53+00:00,Oranjestad Oost,Dakota/Potrero,719.0,,False,commercial,15084.33
Engelandstraat 2,0.0,0.0,0.0,rent,2020-11-27 12:12:50+00:00,Oranjestad West,Eagle/Paardenbaai,53.0,,False,commercial,2463.04
Beatrixstraat 27,0.0,0.0,0.0,rent,2020-11-27 12:12:50+00:00,Oranjestad Oost,Klip/Mon Plaisir,0.0,,False,commercial,6034.09
Morgenster 50 A,0.0,0.0,0.0,rent,2020-11-27 12:12:50+00:00,Santa Cruz,Hooiberg,0.0,,False,commercial,1306.7
Italiestraat 25,0.0,0.0,0.0,rent,2020-11-27 12:12:50+00:00,Oranjestad West,Eagle/Paardenbaai,841.0,,False,commercial,25140.55
Avenida Milio Croes 70,0.0,0.0,0.0,rent,2020-11-27 12:12:50+00:00,Oranjestad Oost,Dakota/Potrero,1350.0,,False,commercial,8046.05
Avenida Milio Croes 114,0.0,0.0,0.0,sale,2020-11-27 12:12:03+00:00,Oranjestad Oost,Dakota/Potrero,1107.0,,False,commercial,1910674.6400000001
Waterweg 5,0.0,0.0,0.0,sale,2020-11-27 12:12:03+00:00,Oranjestad Oost,Nassaustraat,0.0,,False,commercial,984500.0
Caya G.F. Betico Croes 78,0.0,0.0,0.0,sale,2020-11-27 12:12:03+00:00,Oranjestad Oost,Nassaustraat,0.0,,False,commercial,1395797.25
Hubadastraat 20,0.0,0.0,0.0,sale,2020-11-27 12:12:02+00:00,Oranjestad West,Companashi/Solito,582.0,,False,commercial,578230.86
Solito 100,0.0,0.0,0.0,sale,2020-11-27 12:12:02+00:00,Oranjestad West,Companashi/Solito,615.0,freehold,False,commercial,794437.8
Italiestraat 25,0.0,0.0,0.0,sale,2020-11-27 12:12:02+00:00,Oranjestad West,Eagle/Paardenbaai,4001.0,,False,commercial,4525281.1
Stadionweg 13,0.0,0.0,0.0,sale,2020-11-27 12:12:02+00:00,Oranjestad Oost,Klip/Mon Plaisir,1400.0,freehold,False,commercial,895000.0
Avenida Milio Croes 70,0.0,0.0,0.0,sale,2020-11-27 12:12:02+00:00,Oranjestad Oost,Dakota/Potrero,1350.0,,False,commercial,1196686.6
Noord 100 C,2.5,2.0,107.0,sale,2020-11-27 11:45:46+00:00,Noord/Tanki Leendert,Washington,468.0,,True,condominium,528050.0
Bakval ,2.0,2.0,91.0,sale,2020-11-27 11:45:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,857052.0
J.E. Irausquin Boulevard 244,2.0,3.0,0.0,sale,2020-11-27 11:45:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1163500.0
Balashi 75,0.0,0.0,1460.0,sale,2020-11-27 11:45:35+00:00,Santa Cruz,Balashi/Barcadera,5008.0,leasehold,False,commercial,667732.65
Jan Steenstraat 2,2.0,1.0,87.0,sale,2020-11-27 11:45:35+00:00,San Nicolas Zuid,van de Veen Zeppenfeldstraat,100.0,leasehold,False,commercial,169647.25
Tanki Leendert 133 C,0.0,0.0,0.0,sale,2020-11-27 11:45:30+00:00,Noord/Tanki Leendert,Tanki Leendert,2995.0,freehold,False,land,589715.5
Paradera ,0.0,0.0,0.0,sale,2020-11-27 11:45:30+00:00,Paradera,Paradera,1476.0,freehold,False,land,221235.05000000002
Sero Biento ,0.0,0.0,0.0,sale,2020-11-27 11:45:29+00:00,Santa Cruz,Hooiberg,2684.0,freehold,False,land,400362.14
Helfrichstraat ,0.0,0.0,0.0,sale,2020-11-27 11:45:29+00:00,San Nicolas Zuid,van de Veen Zeppenfeldstraat,853.0,,False,land,251405.5
Westpunt ,0.0,0.0,391.0,sale,2020-11-27 11:45:27+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,land,179000.0
Sombre ,0.0,0.0,0.0,sale,2020-11-27 11:45:27+00:00,Santa Cruz,Urataca,1708.0,freehold,False,land,218777.38
Matadera ,0.0,0.0,0.0,sale,2020-11-27 11:45:26+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,11300.0,,False,land,1136650.0
Savaneta ,0.0,0.0,0.0,sale,2020-11-27 10:46:58+00:00,Savaneta,Jara/Sero Alejandro,2449.0,freehold,False,,250497.97
Warawara ,0.0,0.0,0.0,sale,2020-11-27 10:46:54+00:00,Santa Cruz,Urataca,8240.0,freehold,False,,589984.0
Tamarijn ,0.0,0.0,0.0,sale,2020-11-27 10:46:54+00:00,Paradera,Ayo,0.0,leasehold,False,,61370.15
Monte Verde ,0.0,0.0,0.0,sale,2020-11-27 10:46:54+00:00,Santa Cruz,Hooiberg,119.0,freehold,False,,117132.23
Diamante ,0.0,0.0,0.0,sale,2020-11-27 10:46:36+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,438550.0
Kamay ,1.0,1.0,80.0,sale,2020-11-27 10:46:36+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,80.0,freehold,False,,358000.0
Arendstraat 122,4.0,3.0,286.0,sale,2020-11-27 10:46:18+00:00,Oranjestad West,Socotoro/Rancho,723.0,leasehold,False,,920570.15
Noord 48 U,2.0,3.0,9.0,sale,2020-11-26 22:12:53+00:00,Noord/Tanki Leendert,Washington,35.0,freehold,False,,326832.52
Bubali 3,1.0,2.0,0.0,rent,2020-11-26 19:01:53+00:00,Noord/Tanki Leendert,Washington,0.0,,True,house,2685.0
Diamante 56,3.0,2.0,116.0,rent,2020-11-26 16:03:30+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,70.0,,False,,0.0
Palm Beach 254,2.0,3.0,206.0,sale,2020-11-25 21:01:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,630.0,,False,house,581750.0
Catiri ,1.0,1.0,0.0,rent,2020-11-25 18:11:41+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,,980.9200000000001
Palm Beach ,2.0,3.0,0.0,rent,2020-11-25 18:11:14+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,2953.5
Calbas 13 B,1.0,1.0,0.0,rent,2020-11-25 16:03:59+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,,3034.05
Diamante 195 L,2.0,3.0,167.0,sale,2020-11-25 03:12:21+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,,984321.0
Boroncana ,1.0,1.0,0.0,rent,2020-11-25 00:59:56+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1022.09
Caya Dr. J.E.M. (Loy) Arends 18 B,0.0,0.0,0.0,rent,2020-11-24 17:04:33+00:00,Oranjestad West,Eagle/Paardenbaai,70.0,,False,house,2765.55
Diamante 195,3.0,2.0,0.0,sale,2020-11-24 13:12:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,,966421.0
Diamante 162,4.0,4.0,0.0,sale,2020-11-24 13:12:19+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,,1163498.21
